Id,Label,Type,Occurrences Count,ID (type 1),Time Interval,Investments
company_ac31b142cb6d1b3a5401c0eaa50884e0,2pct,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 1]>","<[2009.0, 2010.0]>",
company_30c35cfe06bad14ad455c018cda9b561,3i,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 2); [2010.0, 2011.0, 3 | 4]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_0ef54a53ee3e0831f571604c6450f160,abbott laboratories,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 5 | 6]>","<[2009.0, 2010.0]>",
company_9db7fee19267c4cb827134133a0aa279,abn amro group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 7]>","<[2009.0, 2010.0]>",
company_9faa6b81ec71807f0f721a30c0270af6,abris cee mid-market fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 8]>","<[2008.0, 2009.0]>",
company_7fb7615d5642998c6cb42ffac705b74f,abry,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 9]>","<[2009.0, 2010.0]>",
company_5839d299a90ed276d1a3252219cbaa46,abs - cbn,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 10]>","<[2009.0, 2010.0]>",
company_0eced006312e6d800c4c1b120ab1559e,abu dhabi investment authority,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 11]>","<[2010.0, 2011.0]>",
company_bc84f93b2685453ccb2a68dd5f305959,accent jobs,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 522]>","<[2009.0, 2010.0]>",
company_e96a479c49f59f0f9e66875d0d856ab6,accenture,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2009.0, 2010.0, 12 | 13); [2010.0, 2011.0, 14 | 15]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_ace85d46a737e2d9cd7b1aec9046857f,ace group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 16]>","<[2010.0, 2011.0]>",
company_08b8fa182572a43e36d640f330eb72a2,acergy,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2010.0, 2011.0, 17 | 18 | 19]>","<[2010.0, 2011.0]>",
company_29986710f70c1937ad771480eb5e013b,advent international (acee4),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 20]>","<[2010.0, 2011.0]>",
company_8cb8ea7756cd964b4b544a225db2e3f7,aea investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 21]>","<[2010.0, 2011.0]>",
company_70c19cfcacd242d63d015678442141c4,agemar,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 40]>","<[2008.0, 2009.0]>",
company_239cdb881d55a19c6fbbc086f86e4bcc,ahw,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 22 | 23]>","<[2009.0, 2010.0]>",
company_4d1454b369b731e0b7c3774f2fa462ec,aig / lincoln,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 24]>","<[2010.0, 2011.0]>",
company_bcabd4a46942fa273ceba8f54f0d06b2,aig global real estate investment corporation,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2009.0, 2010.0, 25 | 554 | 555); [2010.0, 2011.0, 26]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_5607b8e8492a70474d5d350ec9f65743,alexander eriksen,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 27]>","<[2009.0, 2010.0]>",
company_ba7dacdb8974f9e0cfb9acaed89422e9,alfa group consortium / abh,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 28]>","<[2010.0, 2011.0]>",
company_26a3a8da010671f89959981d425f6cae,altor equity partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 563); [2010.0, 2011.0, 564]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_c039506613a40d4c2c9f532975bc698c,altor funds,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 565 | 566 | 567]>","<[2009.0, 2010.0]>",
company_2d0d4809e6bdb6f4db3e547f27b1873c,amazon,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 6]>","<[2009.0, 2010.0, 531 | 532]; [2011.0, 2012.0, 30 | 31 | 32 | 33]>","<[2009.0, 2010.0]; [2011.0, 2012.0]>",
company_3ee94704da30c31f9e6f834737d27efc,amb property corporation allianz,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 34]>","<[2010.0, 2011.0]>",
company_46d6a2f97ca5d2111968eea25d77d3e3,amcon international / allied equity / protexa group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 35]>","<[2009.0, 2010.0]>",
company_d8d7022d67739ccea7b7eaa705d3f711,amp capital investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 37); [2010.0, 2011.0, 38 | 39]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_4c6f950cbac127465aee99074983e69b,anheuser-busch inbev (ab inbev),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 41]>","<[2010.0, 2011.0]>",
company_68f9f484eefe618063355d2f2e548c4e,aozora bank,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 42]>","<[2009.0, 2010.0]>",
company_f5083628959c8b3fafa0a0943692f319,apax funds,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 43]>","<[2009.0, 2010.0]>",
company_c75ee59e999f2b391dac281407f597d3,apax partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2007.0, 2008.0, 44]>","<[2007.0, 2008.0]>",
company_bca467494ef3bd61305fe93ac4a530d4,apax partners / guardian media group (joint venture),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2010.0, 2011.0, 45 | 46]>","<[2010.0, 2011.0]>",
company_46aad89aabd0fab06b22bf077e7546b7,apex insurance holdings,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 47]>","<[2008.0, 2009.0]>",
company_ea1c2e5edc234911a58aef37e73ab9ae,apollo asia opportunity fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 48]>","<[2009.0, 2010.0]>",
company_25ae80795d9d3faa1845c725d02b6ace,apollo management,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 49]>","<[2010.0, 2011.0]>",
company_e396399910c2621cc54ef3c426bb3f3e,arcapita investment developments,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2006.0, 2007.0, 51]>","<[2006.0, 2007.0]>",
company_117cb23bbc77af044cbcdf6358c60c52,arch capital group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 52]>","<[2010.0, 2011.0]>",
company_0f8dad9dcedcd454f7036fa9ac2287e5,archangel diamond corporation,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 53]>","<[2008.0, 2009.0]>",
company_1e2f7adf3049821ad87e0b79d732297b,argan capital advisors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 568]>","<[2008.0, 2009.0]>",
company_f4a687e5d1b3632d81a943fcb4ee05bd,arison group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 54]>","<[2010.0, 2011.0]>",
company_76a9ebdeb417aed48124a2c75b77301c,artal,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2008.0, 2009.0, 55); [2009.0, 2010.0, 56 | 57]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_255caaf85d3a5a54e52e5a7ed23e5bf3,artal group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2010.0, 2011.0, 58 | 59]>","<[2010.0, 2011.0]>",
company_29dfb42ab1e3ee7712773cc5e17def62,atlantas,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 417]>","<[2009.0, 2010.0]>",
company_ead5fb8e9f42b3ddb4f545f596c6cf35,atomico,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 63]>","<[2009.0, 2010.0]>",
company_009064041b6f317b418291c4f683e497,audley capital management,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2007.0, 2008.0, 64]>","<[2007.0, 2008.0]>",
company_0f4e0b615e5885e43621ef640ce8fd0e,avenue capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2009.0, 2010.0, 65 | 66); [2010.0, 2011.0, 67 | 68]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_a416212a08b0fa60cd9ecbe4e94d4789,avery dennison,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 69]>","<[2009.0, 2010.0]>",
company_6e81c21afe3826761f85976e3123de48,aviva,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 70]>","<[2009.0, 2010.0]>",
company_ebb31f4889590d7d81625203277a3779,axa group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 71]>","<[2008.0, 2009.0]>",
company_1c3d80c9cfc08eb89eca51ce2f829ab9,babcock and brown international,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 72]>","<[2009.0, 2010.0]>",
company_cee3bd739cb847eb92da0babf9a18383,balderton capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 73]>","<[2010.0, 2011.0]>",
company_b0ab1093f454963366079d2804e62e59,ball holdings,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 74 | 75]>","<[2009.0, 2010.0]>",
company_d7132a142c1979cf6f946483f4acc954,baloise,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 76]>","<[2008.0, 2009.0]>",
company_6b09b7623db595c1b3ee921ca697971a,banca delle marche,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 77]>","<[2010.0, 2011.0]>",
company_0f14c063a20fe125560170f3281e5623,banca popolare dell'emilia romagna,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 78]>","<[2009.0, 2010.0]>",
company_188e5dcfedbe3b7dc363e1eeed3b1301,banco bradesco,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 79]>","<[2009.0, 2010.0]>",
company_347e273cf57169c3aaff2b9a2e6be5ee,banco itaÃº,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 80]>","<[2008.0, 2009.0]>",
company_9319e7705038191c12b50cb3c3b20838,bank fÃ¼r arbeit und wirtschaft und Ã¶sterreichische postsparkasse aktiengesellschaft (bawag),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 538 | 570]>","<[2009.0, 2010.0]>",
company_9ccabcfb9d60d48172c1f2badb0476a1,banque degroof,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 539]>","<[2009.0, 2010.0]>",
company_bc8d0c63ed5d3172e41d7c827fd99986,banque martin maurel,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 81]>","<[2009.0, 2010.0]>",
company_9cc87aa0a5f3e909ec81bc7ea8753392,baring private equity asia,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 82); [2010.0, 2011.0, 83]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_a37fdc318a8da89678ae1ca68f23c78c,bayerische landesbank,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 84]>","<[2009.0, 2010.0]>",
company_52e77489109be19cc86b577c2b3fd9d5,baytex,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 85]>","<[2009.0, 2010.0]>",
company_5b21d884274cb5d6cd0114dded1fe8e4,baytex energy trust,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 86]>","<[2010.0, 2011.0]>",
company_b5eab5e315a5bb02406a0bd87c059f5b,bc partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 87]>","<[2008.0, 2009.0]>",
company_f2bdb420e932cb82c6a509218bef12f4,belfor,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 88]>","<[2009.0, 2010.0]>",
company_49eb4e73a3bc8702c47769c9e478469d,black & decker,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2003.0, 2004.0, 576]>","<[2003.0, 2004.0]>",
company_c495e54e8cfce011debe496dad5084a4,blackstone group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 90); [2010.0, 2011.0, 91]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_3760f13cc10c4d1e7ec6c7b9a9294118,bluebay,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 92]; [2010.0, 2011.0, 93]>","<[2008.0, 2009.0]; [2010.0, 2011.0]>",
company_7ee0d0de7d2d842268fd743de0ab7a25,bluebay european distressed opportunities fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 94]>","<[2010.0, 2011.0]>",
company_a537d992bda94261107c6630966f084b,bluebay funds,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 95]>","<[2009.0, 2010.0]>",
company_b4e0c6de83572d9280491857eff7ad04,bluebay high yield enhanced investments,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 96]>","<[2009.0, 2010.0]>",
company_55e98239be168d51d5f720b06fd82a3d,bluehouse,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 530]>","<[2009.0, 2010.0]>",
company_244fdc61e257d5595acc1f32ed82a789,bolton group international,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 583]>","<[2010.0, 2011.0]>",
company_a5671a0316e45d18eb4fae274da1a8d8,boston consulting group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 99]>","<[2009.0, 2010.0]>",
company_15d37413f2ad01cadaf88ebec6c894be,bridgepoint,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 100]>","<[2009.0, 2010.0]>",
company_6d326f08c4d596b910741e0065fa565b,british american tobacco,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 540]>","<[2009.0, 2010.0]>",
company_a02d59ec7c739b76084d7b53f7e8d82e,brookfield asset management,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 101 | 102]>","<[2009.0, 2010.0]>",
company_5da09da84e998d8e8af6eb31417ecf26,bucher group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 103]>","<[2008.0, 2009.0]>",
company_c5330e5b9bac7542c533c887ef771e9c,burberry group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 104]>","<[2010.0, 2011.0]>",
company_75fbf852d716dd7509b3fc96c70c783f,carlyle group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 109]>","<[2010.0, 2011.0]>",
company_94f7f122bba8214624b371d39b6b3e8c,carval investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2009.0, 2010.0, 105 | 106 | 107); [2010.0, 2011.0, 108]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_bdd34b716b84f7e34ee047c3bc4c435c,catalyst funds,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 110]>","<[2009.0, 2010.0]>",
company_92b37c5d9b8e0ee92d1e2ab7c600ed6f,cb richard ellis investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 111]>","<[2010.0, 2011.0]>",
company_9fcf0546d78ba1663b65a4e3f4eb71ab,centerbridge capital partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 112); [2009.0, 2010.0, 113]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_2c17d4a35e809c1d3116df4e1323b5c6,cephalon,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 435]>","<[2008.0, 2009.0]>",
company_051934b88aeedbd9cd39aa1536701e7e,charterhouse capital partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2006.0, 2007.0, 114]>","<[2006.0, 2007.0]>",
company_fdb35ee5eba133b8d3e9776e1f85fcd5,chateau de berne,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 115]>","<[2009.0, 2010.0]>",
company_ffcfeb0e463740d3f54668b86b078623,cheyne special situations fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 116]>","<[2010.0, 2011.0]>",
company_9895f48195f9c0e13542260afc822a51,china petrochemical corporation,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 117]>","<[2008.0, 2009.0]>",
company_0503a9dd0d4aac511b5fe489d47add09,china yunnan metallurgical group (cymco),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 118]>","<[2010.0, 2011.0]>",
company_bfdb7e5846d1d1ebfacb27e293143d4f,circor,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 119]>","<[2009.0, 2010.0]>",
company_9393d0d4c92a35139cd6750b228b1970,citco,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 120]>","<[2009.0, 2010.0]>",
company_8ea3ca083f5028a2076bbbf3589dcc76,citigroup property investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 121]>","<[2009.0, 2010.0]>",
company_82fd3ab4e67f6e846dfe1da2432f436b,cleveland cliffs,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 122]>","<[2008.0, 2009.0]>",
company_3d5a987847027e3ab547449d08c135b1,cliffs natural resources,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 123]>","<[2009.0, 2010.0]>",
company_fa1b9565613dedc6ab01cff94689d9fe,clownsvis,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 128]>","<[2009.0, 2010.0]>",
company_fe7b19ecaa7eb877a4ba168f2e4ce745,cnp assurances,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 125]; [2010.0, 2011.0, 124]>","<[2008.0, 2009.0]; [2010.0, 2011.0]>",
company_f931b13aead002d7fcdb02f84e0f794f,coach,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 126]>","<[2010.0, 2011.0]>",
company_745cd824e7437640bfe5f43d1dded67d,coca cola hellenic bottling company group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 523]>","<[2009.0, 2010.0]>",
company_0f57ffa32c32f82a3d106503da564fb5,colony capital group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2006.0, 2007.0, 579]>","<[2006.0, 2007.0]>",
company_8ec85e7f22470f05a81a75031226fd3f,commerzbank ag,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 127]>","<[2009.0, 2010.0]>",
company_53a1703ea67d440b2e72ccad065de571,compass cc,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 129]>","<[2009.0, 2010.0]>",
